url_length,domain_length,path_length,path_depth,num_subdomains,num_queries,url_entropy,domain_entropy,path_entropy,url_digit_ratio,domain_digit_ratio,path_digit_ratio,dot_count,at_count,dollar_count,underscore_count,dash_count,question_mark_count,percent_count,ampersand_count,hash_count,suspicious_words_url,suspicious_words_domain,suspicious_words_path,prefix_suffix,suspicious_tld,tld_in_subdomain,tld_in_path,has_ip,https,num_redirects,creation_days,expiry_days,ssl_expiry,has_port_in_url,non_standard_port,shortened_url,hosted_website,punycode,tranco_indexed,target
71,8,42,3,1,0,4.445974064424005,2.75,4.257078456355553,0.1,0.0,0.1666666666666666,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9373,122,61,0,0,0,1,0,1,0
75,6,11,1,1,2,4.717841190063187,2.584962500721156,2.721928094887362,0.390625,0.0,0.0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,7346,323,43,0,0,0,0,0,1,0
61,8,42,2,0,0,4.4761626498055,2.75,4.141105590449127,0.0588235294117647,0.0,0.0833333333333333,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,21,343,-1,0,0,0,0,0,0,0
49,14,24,2,0,0,4.097593590489955,3.0930692077718898,3.729446194905256,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5096,16,132,0,0,0,0,0,0,0
92,14,10,1,1,2,4.91030499491667,3.378783493486176,2.94770277922009,0.2025316455696202,0.0,0.0,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,-1,-1,66,0,0,0,0,0,0,0
58,26,18,1,1,0,4.364374262660491,3.271160508189932,3.327819531114783,0.0612244897959183,0.0,0.2142857142857142,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3562,88,320,0,0,0,0,0,0,0
41,5,17,2,1,0,4.208297968550675,2.321928094887362,3.773557262275186,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,8547,218,-1,0,0,0,0,0,0,0
173,9,154,3,0,0,4.464563027241328,2.4193819456463714,4.350432272964354,0.0709219858156028,0.0,0.0793650793650793,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,0,0
82,11,60,1,0,0,4.456645870704337,3.095795255000934,4.189149033075509,0.208955223880597,0.0,0.2857142857142857,1,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,246,56,0,0,0,0,0,0,0
76,18,10,1,0,3,4.686255843784893,3.4613201402110083,3.169925001442312,0.125,0.0,0.0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,2,5274,204,48,0,0,0,0,0,0,0
80,15,42,3,0,1,4.506521227172132,3.506890595608519,3.976352236737823,0.0895522388059701,0.0,0.1111111111111111,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8780,350,80,0,0,0,0,0,0,0
61,8,31,3,1,0,4.571821714782868,2.75,4.298068512058839,0.1568627450980392,0.0,0.3076923076923077,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9373,122,61,0,0,0,1,0,1,0
51,9,17,1,1,0,4.419988028619981,2.725480556997868,2.466247897312732,0.3255813953488372,0.0,1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9524,2528,67,0,0,0,1,0,1,0
53,8,22,3,1,0,4.463888030795445,2.75,3.7849418274376414,0.1363636363636363,0.0,0.3333333333333333,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9373,122,61,0,0,0,1,0,1,0
54,8,31,5,1,0,4.3793194477654325,3.0,4.21506101220307,0.2142857142857142,0.0,0.375,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5408,70,-1,0,0,0,0,0,0,0
87,8,51,3,1,0,4.512350330671498,2.75,4.273269689515108,0.0833333333333333,0.0,0.1463414634146341,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9373,122,61,0,0,0,1,0,1,0
47,6,26,2,1,0,3.9688585322525136,2.2516291673878226,3.4438561897747246,0.0,0.0,0.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6272,666,53,0,0,0,0,0,0,0
46,20,11,2,1,0,3.996630848284676,3.3037016960573484,2.725480556997868,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,363,89,0,0,0,0,0,0,0
75,10,44,1,1,0,4.228120444020513,2.8464393446710154,3.902781615066588,0.0333333333333333,0.0,0.0571428571428571,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6892,2604,23,0,0,0,0,0,1,0
64,8,16,2,0,3,4.656042680182112,2.5,3.773557262275186,0.24,0.0,0.0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1,8036,363,72,0,0,0,0,0,1,0
51,10,19,3,1,0,3.987163834087688,2.721928094887362,3.3082708345352603,0.0697674418604651,0.0,0.1875,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,319,-1,0,0,0,0,0,0,0
102,11,15,2,0,2,4.737410489965259,2.8453509366224368,3.664497779200461,0.367816091954023,0.0,0.0,2,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,7378,291,86,0,0,0,0,0,0,0
29,8,7,1,1,0,3.9093680639438846,2.75,1.9219280948873625,0.0909090909090909,0.0,0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,0,0
31,3,11,1,1,0,4.079376456233206,1.584962500721156,2.9219280948873623,0.25,1.0,0.3333333333333333,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5720,123,23,0,0,0,0,0,0,0
51,10,31,2,0,0,4.390384597162591,2.646439344671016,4.139572261986723,0.2195121951219512,0.0,0.36,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085,375,65,0,0,0,0,0,0,0
55,9,30,4,1,0,4.2652855683382205,3.169925001442312,3.788341339656749,0.0869565217391304,0.0,0.1538461538461538,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,218,-1,-1,0,0,0,0,0,0,0
84,10,16,2,1,2,4.784560579080416,2.321928094887362,3.640223928941852,0.1857142857142857,0.0,0.0,2,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8024,1817,265,0,0,0,0,0,1,0
30,4,13,2,1,0,4.002910079649727,2.0,3.277613436819116,0.1363636363636363,0.0,0.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,6871,68,-1,0,0,0,0,0,0,0
165,13,141,4,0,0,4.394426200350767,2.4116022179746714,4.332167056788169,0.0579710144927536,0.0,0.0677966101694915,1,0,0,0,18,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3366,1381,34,0,0,0,0,0,1,0
26,4,6,1,1,0,3.921029621737615,2.0,1.9219280948873625,0.3,0.25,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,5913,295,-1,0,0,0,0,0,0,0
43,13,19,2,0,0,4.051394627288987,3.3927474104487847,3.381580488309163,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9129,1,60,0,0,0,0,0,0,0
49,3,21,1,2,0,4.476456017363834,1.584962500721156,4.021928094887363,0.1794871794871795,0.3333333333333333,0.2352941176470588,4,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9812,780,183,0,0,0,0,0,1,0
129,10,104,6,1,0,4.533124329621438,2.646439344671016,4.437918124562384,0.0,0.0,0.0,3,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3609,42,84,0,0,0,0,0,0,0
58,9,34,4,1,0,4.335900392756988,2.94770277922009,3.957294029027326,0.0416666666666666,0.0,0.0689655172413793,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5249,594,74,0,0,0,0,0,0,0
65,17,14,1,0,3,4.8525355050698735,3.7345216647797512,3.180832987205441,0.2115384615384615,0.0,0.0,2,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,6048,143,-1,0,0,0,0,0,1,0
57,6,37,2,1,0,4.102272419180633,2.584962500721156,3.611585431837432,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7690,-1,81,0,0,0,0,0,0,0
45,21,9,1,1,0,4.072424141197959,3.463280517810811,2.521640636343318,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5399,79,32,0,0,0,0,0,0,0
53,6,36,2,0,0,4.259081370941231,1.9182958340544896,4.094097032108652,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4787,1421,87,0,0,0,0,0,0,0
52,5,37,3,0,0,4.070726864598706,2.321928094887362,3.8847954873731343,0.0476190476190476,0.0,0.064516129032258,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1190,270,-1,0,0,0,0,0,0,0
47,3,20,1,2,0,4.469066511067981,1.584962500721156,3.932138039759375,0.2702702702702703,0.3333333333333333,0.1875,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9812,780,60,0,0,0,0,0,1,0
50,9,26,3,1,0,4.279079570624175,2.94770277922009,3.843856189774725,0.15,0.0,0.2857142857142857,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1792,33,59,0,0,0,0,0,0,0
76,10,51,3,1,0,4.425302435877514,2.9219280948873623,4.193778152167447,0.0483870967741935,0.0,0.0714285714285714,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9747,114,312,0,0,0,0,0,1,0
45,12,18,3,1,0,4.277871085594327,3.084962500721156,3.7345216647797512,0.1621621621621621,0.0,0.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10367,223,23,0,0,0,0,0,1,0
62,6,41,5,1,0,4.343320455855791,2.2516291673878226,3.957852539097701,0.0980392156862745,0.0,0.1428571428571428,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,12235,121,228,0,0,0,0,0,1,0
83,8,46,3,1,0,4.530067335598629,2.75,4.402529762804034,0.0857142857142857,0.0,0.1538461538461538,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9373,122,61,0,0,0,1,0,1,0
77,8,41,3,1,0,4.448767879404227,2.75,4.096439344671016,0.09375,0.0,0.1818181818181818,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9373,122,61,0,0,0,1,0,1,0
84,8,66,2,0,0,4.176735753096361,2.75,3.896723478513609,0.0,0.0,0.0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,3294,0,0,0,0,0,0,0
34,3,21,2,0,0,4.02085512047121,1.584962500721156,3.684183719779189,0.4074074074074074,0.3333333333333333,0.5555555555555556,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,321,43,-1,0,0,0,0,0,0,0
90,10,65,3,1,0,4.544824769471692,3.321928094887362,4.410178031846025,0.0821917808219178,0.0,0.1132075471698113,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3118,168,69,0,0,0,0,0,0,0
77,19,43,2,1,0,4.248095755843402,2.965583935727781,4.092325102644249,0.0,0.0,0.0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9834,758,42,0,0,0,0,0,0,0
54,9,18,2,1,0,4.11408455893888,2.725480556997868,3.375,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9524,2528,67,0,0,0,1,0,1,0
61,15,22,1,1,0,4.239614132709255,3.323231428797621,3.594465636961452,0.0192307692307692,0.0,0.0526315789473684,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4831,1742,23,0,0,0,0,0,1,0
53,12,30,4,0,0,4.340641446349418,3.0220552088742005,3.923251796980337,0.275,0.25,0.3809523809523809,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7615,54,73,0,0,0,0,0,0,0
53,8,27,2,1,0,4.083855777020421,2.5,3.208884070537636,0.0,0.0,0.0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7441,228,40,0,0,0,0,0,1,0
71,23,20,2,0,2,4.541399044963445,3.2946635862096043,3.5110854081804272,0.0508474576271186,0.0,0.0,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,-1,408,-44,-1,0,0,0,0,0,0,0
48,14,17,2,1,0,4.349874739988984,2.950212064914747,3.75,0.0769230769230769,0.0,0.1428571428571428,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,0,0
78,8,14,1,1,2,4.879649135634754,2.25,3.546593564294939,0.3283582089552239,0.0,0.0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5923,285,33,0,0,0,0,0,0,0
32,11,11,2,0,0,3.8820488277869583,2.8453509366224368,3.1219280948873624,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3500,151,33,0,0,0,0,0,0,0
35,11,10,1,1,0,4.264578373902383,3.095795255000934,2.6416041678685938,0.3103448275862069,0.0,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,81,0,0,0,0,0,0,0
101,9,68,1,1,0,4.2975596635641145,2.94770277922009,4.03725099057871,0.0,0.0,0.0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,435,-71,-1,0,0,0,0,0,0,0
31,9,12,2,0,0,3.937751955408587,2.725480556997868,3.277613436819116,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,714,380,89,0,0,0,0,0,0,0
75,6,54,2,1,0,4.363651071172254,2.584962500721156,4.219461267731611,0.032258064516129,0.0,0.0434782608695652,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5186,292,41,0,0,0,0,0,1,0
45,11,24,4,0,0,4.129564898356199,2.8453509366224368,3.7544418457133455,0.0857142857142857,0.0,0.1578947368421052,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,-1,-1,30,0,0,0,0,0,0,0
115,9,83,4,1,0,4.43931014255329,2.725480556997868,4.082591778112747,0.0851063829787234,0.0,0.1194029850746268,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9524,2528,67,0,0,0,1,0,1,0
117,14,91,2,0,0,4.440501955430936,2.950212064914747,4.295143619217944,0.0612244897959183,0.0,0.0789473684210526,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,0,0
48,3,20,1,2,0,4.511842188131012,1.584962500721156,3.826874881864638,0.131578947368421,0.3333333333333333,0.1875,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9812,780,60,0,0,0,0,0,1,0
47,18,14,2,1,0,4.086637395088468,3.016875695766564,3.188721875540867,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4771,707,82,0,0,0,0,0,0,0
53,13,22,2,1,0,4.348796229472617,3.180832987205441,3.7849418274376414,0.1162790697674418,0.0,0.2777777777777778,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,7048,317,81,0,0,0,0,0,0,0
34,7,12,2,1,0,3.9117520044551295,2.521640636343318,3.1219280948873624,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6562,376,45,0,0,0,0,0,0,0
74,8,40,3,1,0,4.444892184748344,2.75,4.201692923824033,0.0983606557377049,0.0,0.1875,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9373,122,61,0,0,0,1,0,1,0
45,11,12,1,1,0,4.413423651596768,3.0271691184406184,3.277613436819116,0.1052631578947368,0.0,0.4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6892,47,26,0,0,0,0,0,0,0
42,6,21,2,1,0,4.27042657804629,1.9182958340544896,3.984183719779189,0.125,0.0,0.25,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,0,0
98,9,18,1,0,3,4.748902701586816,2.94770277922009,3.4548223999466057,0.0705882352941176,0.0,0.0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,5541,302,55,0,0,0,0,0,0,0
54,10,30,4,1,0,4.4858259278490085,3.1219280948873624,4.21126073643228,0.2272727272727272,0.0,0.4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7363,671,37,0,0,0,0,0,0,0
56,11,30,1,1,0,4.496924958035208,3.095795255000934,4.32316116739216,0.1333333333333333,0.0,0.25,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2335,221,11,0,0,0,0,0,0,0
73,6,53,3,1,0,4.526809621671008,2.2516291673878226,4.205274218874661,0.2068965517241379,0.0,0.2790697674418604,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5123,355,86,0,0,0,0,0,1,0
85,8,63,2,1,0,4.230678696630895,2.5,3.989461834126793,0.0,0.0,0.0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6188,20,42,0,0,0,0,0,0,0
81,10,59,5,0,0,4.166132411781973,2.646439344671016,4.071055730706127,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,47,317,-1,0,0,0,0,0,0,0
44,12,16,2,1,0,4.397407619700921,3.2516291673878226,3.664497779200461,0.0571428571428571,0.0,0.1666666666666666,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3711,306,34,0,0,0,0,0,0,0
31,12,9,1,0,0,3.784368487596862,2.688721875540867,2.807354922057604,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-1,-1,34,0,0,0,0,0,1,0
28,8,10,2,0,0,3.7498677622562897,2.5,3.0,0.1428571428571428,0.0,0.4285714285714285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5731,121,76,0,0,0,0,0,0,0
81,12,15,1,0,2,4.835979169204068,3.4182958340544896,3.3248629576173565,0.2714285714285714,0.0909090909090909,0.0,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,-1,358,6,-1,0,0,0,0,0,0,0
74,18,41,1,1,0,4.2655551030348375,3.266332639970623,3.889822782008755,0.032258064516129,0.0,0.0588235294117647,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10533,422,61,0,0,0,0,0,1,0
53,18,20,1,1,0,4.321706775072995,3.3082708345352603,3.5368867237421675,0.0869565217391304,0.0,0.2222222222222222,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,0,0
71,6,50,5,1,0,4.40389857051593,1.9182958340544896,4.2386706203351965,0.0847457627118644,0.0,0.1162790697674418,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11415,636,248,0,0,0,0,0,1,0
51,10,26,3,1,0,4.224416098207489,3.1219280948873624,3.893660689688186,0.0714285714285714,0.0,0.1363636363636363,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9762,99,84,0,0,0,0,0,0,0
42,11,17,2,1,0,4.20483401847097,2.8453509366224368,3.323231428797621,0.0,0.0,0.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-1,-1,72,0,0,0,0,0,1,0
49,13,21,2,1,0,4.277775660353434,3.546593564294939,3.484183719779189,0.0,0.0,0.0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,5098,14,72,0,0,0,0,0,0,0
31,8,12,2,0,0,4.0022680844408445,2.75,3.4594316186372973,0.12,0.0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9659,202,56,0,0,0,0,0,0,0
55,9,35,3,0,0,4.071557895028155,2.725480556997868,3.590631439023996,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5034,443,32,0,0,0,0,0,0,0
63,9,36,4,1,0,4.345995797576631,2.725480556997868,3.878068268345523,0.22,0.0,0.2857142857142857,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9524,2528,67,0,0,0,1,0,1,0
55,8,22,3,1,0,4.43337852284434,2.75,3.880179922675738,0.1590909090909091,0.0,0.4117647058823529,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9373,122,61,0,0,0,1,0,1,0
57,8,35,1,1,0,4.374373735046018,2.75,3.942438726128142,0.0444444444444444,0.0,0.0714285714285714,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,0,0
40,8,14,1,2,0,4.042896608419109,3.0,2.584962500721156,0.032258064516129,0.125,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11019,303,46,0,0,0,0,0,1,0
72,5,57,2,0,0,4.16777253035313,2.321928094887362,4.005393039547164,0.0,0.0,0.0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,0,0
96,9,14,1,1,4,5.0025312194895415,3.169925001442312,3.180832987205441,0.4074074074074074,0.0,0.0,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,-1,9195,300,-1,0,0,0,0,0,0,0
39,15,13,2,0,0,3.967861757701885,3.1898980954642875,3.084962500721156,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,0,0
63,10,40,1,0,0,4.440867423190849,2.9219280948873623,4.355539077670187,0.1764705882352941,0.0,0.2727272727272727,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6221,351,30,0,0,0,0,0,0,0
143,3,126,2,1,0,4.334448329670334,1.584962500721156,4.142023459408316,0.0350877192982456,0.0,0.0392156862745098,2,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6469,-1,58,0,0,0,0,0,1,0
89,7,6,1,1,2,4.671884066007682,2.521640636343318,2.321928094887362,0.1506849315068493,0.0,0.0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,7411,258,173,0,0,0,0,0,1,0
59,6,27,2,0,1,4.141472609477086,2.584962500721156,3.47450498810543,0.1041666666666666,0.0,0.0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,59,0,0,0,0,0,1,0
37,11,11,1,1,0,3.969607339117404,3.0271691184406184,2.94770277922009,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10493,97,26,0,0,0,0,0,0,0
56,2,39,4,1,0,4.126763244585199,1.0,3.9182084341546166,0.0,0.0,0.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11008,261,354,0,0,0,0,0,1,0
148,8,126,3,1,0,4.631716997944192,2.75,4.496005534755633,0.1031746031746031,0.0,0.1192660550458715,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-1,-1,76,0,0,0,0,0,1,0
38,5,19,1,1,0,4.484255144794799,2.321928094887362,3.836591668108978,0.2413793103448276,0.2,0.4,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6771,533,101,0,0,0,0,0,1,0
70,6,49,2,1,0,4.762274667349095,2.584962500721156,4.496115365169272,0.1379310344827586,0.3333333333333333,0.1428571428571428,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6311,627,58,0,0,0,0,0,1,0
106,7,81,6,1,0,4.418893972204007,2.521640636343318,4.243253802314378,0.1162790697674418,0.0,0.1492537313432835,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,0,0
39,4,12,1,1,1,4.265544846790009,1.5,3.277613436819116,0.1333333333333333,0.0,0.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,3313,338,-1,0,0,0,0,0,0,0
99,16,68,2,1,0,4.833521206148679,3.077819531114783,4.584620817828199,0.2325581395348837,0.0,0.3333333333333333,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3619,32,74,0,0,0,0,0,0,0
